responseid,starttime,endtime,verbal,direction,condition,consent,check,gender,age,answer,dv,extreme,stock
R_1lhEaQDcrq7ntaH,3/30/2018 10:46,3/30/2018 10:49,0,0,numeric,1,4,1,34,2,6,0,FII
R_DFVWWsfG2SU9SU1,3/30/2018 11:03,3/30/2018 11:06,0,0,numeric,1,4,1,47,1,5,0,TEP
R_3nuy9LFSGY4WF8L,3/30/2018 10:35,3/30/2018 10:36,0,0,numeric,1,4,2,45,1,7,0,FII
R_895pI3SwFY2oCnn,3/30/2018 12:12,3/30/2018 12:13,0,0,numeric,1,4,1,26,1,7,0,VET
R_1CdXWulJcxTogJK,3/30/2018 12:21,3/30/2018 12:22,0,0,numeric,1,4,1,26,1,7,0,SCI
R_3Gp3oW2Hvdx23zB,3/30/2018 11:17,3/30/2018 11:20,0,0,numeric,1,4,1,23,2,7,0,FII
R_ZDe1WRnVitO9pw5,3/30/2018 10:03,3/30/2018 10:04,0,0,numeric,1,4,1,43,2,7,0,CFX
R_1k1sFlelQpkVSRN,3/30/2018 10:54,3/30/2018 10:55,0,0,numeric,1,4,1,27,1,7,0,GIL
R_2bPC5fEdDMgBtux,3/30/2018 13:36,3/30/2018 13:37,0,0,numeric,1,4,2,33,1,7,0,FII
R_1kNgqAp7lUVRMbV,3/30/2018 9:47,3/30/2018 9:48,0,0,numeric,1,4,1,36,2,7,0,SCI
R_1Hc9h5NmDH3Lh9J,3/30/2018 10:15,3/30/2018 10:17,0,0,numeric,1,4,1,29,1,6,0,UFS
R_1IGy67YoOTKdOXO,3/30/2018 9:38,3/30/2018 9:42,0,0,numeric,1,4,1,49,1,6,0,GIL
R_V564qBbdp9NzSAV,3/30/2018 13:43,3/30/2018 13:44,0,0,numeric,1,4,2,33,2,7,0,HEP
R_3fpZmeORGMq9hlu,3/30/2018 11:09,3/30/2018 11:11,0,0,numeric,1,4,2,24,2,7,0,CFX
R_1nW3WGAIbMKin0x,3/30/2018 9:26,3/30/2018 9:47,0,0,numeric,1,4,1,72,1,6,0,FII
R_1mQ3XPPcEdKkS1q,3/30/2018 12:27,3/30/2018 12:28,0,0,numeric,1,4,1,34,2,7,0,CFX
R_2qfRdRUKOh4ScoW,3/30/2018 12:38,3/30/2018 12:42,0,0,numeric,1,4,2,34,1,8,1,RHI
R_72uV7pGz0uto1eF,3/30/2018 11:40,3/30/2018 11:42,0,0,numeric,1,4,1,22,2,7,0,GIL
R_2xzzcH5lXMBkqCi,3/30/2018 10:12,3/30/2018 10:13,0,0,numeric,1,4,1,23,1,5,0,VET
R_1rHdc7Q2grNYm9e,3/30/2018 12:50,3/30/2018 12:52,0,0,numeric,1,4,2,57,2,6,0,LPT
R_1kNgqAp7lUVRMbV,3/30/2018 9:47,3/30/2018 9:48,0,0,numeric,1,4,1,36,1,7,0,SCI
R_31HhoIsLryLcu5m,3/30/2018 10:38,3/30/2018 10:39,0,0,numeric,1,4,1,36,2,2,0,HEP
R_6lnr35ToWrUTGAp,3/30/2018 9:25,3/30/2018 9:26,0,0,numeric,1,4,2,25,1,6,0,UFS
R_qR8laBDP6oBMIbT,3/30/2018 13:02,3/30/2018 13:03,0,0,numeric,1,4,1,34,1,6,0,SCI
R_1KfrC4cYAKpkOVq,3/30/2018 10:41,3/30/2018 10:42,0,0,numeric,1,4,2,50,1,7,0,GIL
R_2eWK18VDtlv1PkI,3/30/2018 9:44,3/30/2018 9:50,0,0,numeric,1,4,1,33,2,7,0,FII
R_23V3HxNx0oNieLt,3/30/2018 11:11,3/30/2018 11:14,0,0,numeric,1,4,1,28,1,6,0,VET
R_1dGf2Kbrmi0cVoD,3/30/2018 11:11,3/30/2018 11:14,0,0,numeric,1,4,1,29,1,6,0,RHI
R_2tsMdVTtPQHQcwo,3/30/2018 13:31,3/30/2018 13:33,0,0,numeric,1,4,2,27,1,7,0,LPT
R_3MbV8AC9mrO8ej2,3/30/2018 14:25,3/30/2018 14:29,0,0,numeric,1,4,4,37,1,7,0,LPT
R_5zHTJtPxOuSjf0t,3/30/2018 10:37,3/30/2018 10:39,0,0,numeric,1,4,2,63,1,7,0,VET
R_1nW3WGAIbMKin0x,3/30/2018 9:26,3/30/2018 9:47,0,0,numeric,1,4,1,72,2,6,0,FII
R_1FstAtFQKMujpJN,3/30/2018 10:49,3/30/2018 10:51,0,0,numeric,1,4,1,52,2,8,1,VET
R_O3bRWaz1toqoX3r,3/30/2018 12:30,3/30/2018 12:32,0,0,numeric,1,4,2,35,1,7,0,VET
R_1pLQY5MCSXoPDkO,3/30/2018 10:15,3/30/2018 10:17,0,0,numeric,1,4,2,42,1,8,1,GIL
R_3qBUd6J8qoREhW8,3/30/2018 9:39,3/30/2018 9:40,0,0,numeric,1,4,2,29,1,6,0,RHI
R_ZDe1WRnVitO9pw5,3/30/2018 10:03,3/30/2018 10:04,0,0,numeric,1,4,1,43,1,7,0,CFX
R_1jOs4SwJE1RpFeW,3/30/2018 9:59,3/30/2018 9:59,0,0,numeric,1,4,1,27,2,7,0,CFX
R_1pXVeozBuPsK26p,3/30/2018 9:33,3/30/2018 9:34,0,0,numeric,1,4,2,30,2,6,0,RHI
R_1gc0xAC5qtmN3Sc,3/30/2018 9:56,3/30/2018 9:59,0,0,numeric,1,4,2,29,2,8,1,GIL
R_2YD3Mi6NxcGL3nc,3/30/2018 12:06,3/30/2018 12:07,0,0,numeric,1,4,1,31,2,7,0,CFX
R_TdvWWzgYC2QtK4p,3/30/2018 12:27,3/30/2018 12:29,0,0,numeric,1,4,2,22,1,7,0,UFS
R_uzi7cfvvlFQr2dH,3/30/2018 11:57,3/30/2018 11:58,0,0,numeric,1,4,1,33,2,7,0,CFX
R_1LhcWhVowUNBbqJ,3/30/2018 10:04,3/30/2018 10:06,0,0,numeric,1,4,1,40,2,6,0,FII
R_ZKU7oWMegYqWAXT,3/30/2018 13:26,3/30/2018 13:28,0,0,numeric,1,4,1,71,2,6,0,GIL
R_9BLzH27hvCtTZwl,3/30/2018 9:28,3/30/2018 9:30,0,0,numeric,1,4,2,48,1,6,0,HEP
R_87JDf3HSFqr00Mh,3/30/2018 9:25,3/30/2018 9:26,0,0,numeric,1,4,2,24,2,7,0,FII
R_OMZBvFnXkC1bESR,3/30/2018 11:50,3/30/2018 11:54,0,0,numeric,1,4,1,35,2,7,0,HEP
R_yjOr26FevJXZQzL,3/30/2018 9:47,3/30/2018 9:48,0,0,numeric,1,4,1,60,1,6,0,VET
R_2agiq1AFvdb1nbT,3/30/2018 14:17,3/30/2018 14:20,0,0,numeric,1,4,2,27,2,6,0,GIL
R_XihZmHhuAd1RERz,3/30/2018 9:24,3/30/2018 9:25,0,0,numeric,1,4,1,26,1,6,0,TEP
R_yIRzgqE3IIR4ZtT,3/30/2018 10:10,3/30/2018 10:12,0,0,numeric,1,4,1,38,2,7,0,CFX
R_wXoBIWwoTbtlIlj,3/30/2018 10:12,3/30/2018 10:14,0,0,numeric,1,4,2,50,1,6,0,GIL
R_sAmAjFGMTFatUFX,3/30/2018 11:36,3/30/2018 11:38,0,0,numeric,1,4,2,40,2,7,0,TEP
R_2ttAItxJOm0pINJ,3/30/2018 9:31,3/30/2018 9:32,0,0,numeric,1,4,1,28,2,5,0,SCI
R_bxSHW6mBMvcrOtb,3/30/2018 9:52,3/30/2018 9:53,0,0,numeric,1,4,2,35,2,6,0,VET
R_2S9xkRwjasAIK2i,3/30/2018 9:48,3/30/2018 9:50,0,0,numeric,1,4,2,46,1,7,0,UFS
R_2RRjfvSfLchcID4,3/30/2018 10:31,3/30/2018 10:31,0,0,numeric,1,4,2,22,1,6,0,GIL
R_3Ey8UINUKUhasTo,3/30/2018 9:51,3/30/2018 9:55,0,0,numeric,1,4,2,65,2,6,0,LPT
R_eW2V5LinoMMzCyB,3/30/2018 9:30,3/30/2018 9:31,0,0,numeric,1,4,1,33,2,7,0,VET
R_2PuvwPd4GzGlDvu,3/30/2018 13:46,3/30/2018 13:49,0,0,numeric,1,4,1,33,2,7,0,UFS
R_1FstAtFQKMujpJN,3/30/2018 10:49,3/30/2018 10:51,0,0,numeric,1,4,1,52,1,1,0,VET
R_yn1vBOB7tnsAoet,3/30/2018 10:57,3/30/2018 10:58,0,0,numeric,1,4,1,32,2,5,0,VET
R_OeW2UTcoMqyqeWd,3/30/2018 9:26,3/30/2018 9:28,0,0,numeric,1,4,1,32,1,7,0,FII
R_1FzIXB6gC82dr9L,3/30/2018 10:38,3/30/2018 10:39,0,0,numeric,1,4,2,57,1,7,0,TEP
R_2OPCMRQL1T9U8ao,3/30/2018 15:26,3/30/2018 15:27,0,0,numeric,1,4,2,31,2,7,0,FII
R_8AKUvOZhngTAfHH,3/30/2018 11:50,3/30/2018 11:51,0,0,numeric,1,4,1,33,1,6,0,FII
R_1NeKt5Ek1b8PPld,3/30/2018 9:49,3/30/2018 9:52,0,0,numeric,1,4,2,37,1,7,0,FII
R_9Thdj0GSuKyfOxP,3/30/2018 9:27,3/30/2018 9:29,0,0,numeric,1,4,1,25,1,6,0,HEP
R_9BLzH27hvCtTZwl,3/30/2018 9:28,3/30/2018 9:30,0,0,numeric,1,4,2,48,2,7,0,HEP
R_8AKUvOZhngTAfHH,3/30/2018 11:50,3/30/2018 11:51,0,0,numeric,1,4,1,33,2,7,0,FII
R_1jOs4SwJE1RpFeW,3/30/2018 9:59,3/30/2018 9:59,0,0,numeric,1,4,1,27,1,7,0,CFX
R_3qeXGEQt3yaR7Wz,3/30/2018 14:33,3/30/2018 14:35,0,0,numeric,1,4,1,32,2,7,0,FII
R_3qBUd6J8qoREhW8,3/30/2018 9:39,3/30/2018 9:40,0,0,numeric,1,4,2,29,2,7,0,RHI
R_XihZmHhuAd1RERz,3/30/2018 9:24,3/30/2018 9:25,0,0,numeric,1,4,1,26,2,7,0,TEP
R_3Ww7lsx58XmlgCl,3/30/2018 9:42,3/30/2018 9:45,0,0,numeric,1,4,2,50,1,7,0,TEP
R_2DM2eMiHB1pOmnZ,3/30/2018 9:44,3/30/2018 9:45,0,0,numeric,1,4,1,23,1,7,0,RHI
R_3jUp7NR6ejN2iGa,3/30/2018 13:57,3/30/2018 13:59,0,0,numeric,1,4,2,45,2,8,1,CFX
R_1BSdBi2S0ylNK8N,3/30/2018 12:56,3/30/2018 12:58,0,0,numeric,1,4,2,30,1,7,0,FII
R_3rOkygbxfpvwxfK,3/30/2018 13:21,3/30/2018 13:22,0,0,numeric,1,4,1,25,2,7,0,GIL
R_2lXuSvB59eyYach,3/30/2018 13:07,3/30/2018 13:08,0,0,numeric,1,4,2,44,2,3,0,VET
R_23gdGDKyguWjQFk,3/30/2018 9:55,3/30/2018 9:57,0,0,numeric,1,4,1,30,1,6,0,UFS
R_2XjOcmHUiFDCA6z,3/30/2018 9:26,3/30/2018 9:30,0,0,numeric,1,4,2,33,2,8,1,SCI
R_O0Cz611FDyJzthn,3/30/2018 9:47,3/30/2018 9:51,0,0,numeric,1,4,1,31,2,7,0,UFS
R_2sZTlqSTjMAIzHB,3/30/2018 9:25,3/30/2018 9:27,0,0,numeric,1,4,2,29,1,6,0,GIL
R_3ktQnLKGR43fC3u,3/30/2018 13:50,3/30/2018 13:52,0,0,numeric,1,4,1,62,1,7,0,UFS
R_2agiq1AFvdb1nbT,3/30/2018 14:17,3/30/2018 14:20,0,0,numeric,1,4,2,27,1,6,0,GIL
R_b72uEHxbP7yyLOp,3/30/2018 9:29,3/30/2018 9:30,0,0,numeric,1,4,1,38,1,7,0,SCI
R_UrrQq6kacjY2dVf,3/30/2018 10:26,3/30/2018 10:28,0,0,numeric,1,4,2,55,1,6,0,GIL
R_2y3JuvwLLcE3Rqk,3/30/2018 9:49,3/30/2018 9:50,0,0,numeric,1,4,2,26,1,7,0,GIL
R_bxSHW6mBMvcrOtb,3/30/2018 9:52,3/30/2018 9:53,0,0,numeric,1,4,2,35,1,6,0,VET
R_2PuvwPd4GzGlDvu,3/30/2018 13:46,3/30/2018 13:49,0,0,numeric,1,4,1,33,1,5,0,UFS
R_2xFfZ5A204kpaZb,3/30/2018 10:25,3/30/2018 10:27,0,0,numeric,1,4,2,56,2,7,0,FII
R_yjOr26FevJXZQzL,3/30/2018 9:47,3/30/2018 9:48,0,0,numeric,1,4,1,60,2,6,0,VET
R_1er5VmnkZeyldqS,3/30/2018 10:13,3/30/2018 10:16,0,0,numeric,1,4,1,45,1,6,0,HEP
R_R9aRZqXIouVA3vz,3/30/2018 12:18,3/30/2018 12:19,0,0,numeric,1,4,1,31,2,7,0,GIL
R_21h49R7vmDBmIks,3/30/2018 12:41,3/30/2018 12:42,0,0,numeric,1,4,2,30,1,7,0,SCI
R_AnvTc7sFJDOy8X7,3/30/2018 13:30,3/30/2018 13:31,0,0,numeric,1,4,1,24,2,4,0,HEP
R_O3bRWaz1toqoX3r,3/30/2018 12:30,3/30/2018 12:32,0,0,numeric,1,4,2,35,2,7,0,VET
R_1cZH9XQD7Udrzx5,3/30/2018 10:03,3/30/2018 10:05,0,0,numeric,1,4,1,27,1,7,0,LPT
R_21h49R7vmDBmIks,3/30/2018 12:41,3/30/2018 12:42,0,0,numeric,1,4,2,30,2,8,1,SCI
R_3lsKIatMUsOI8Yx,3/30/2018 11:09,3/30/2018 11:10,0,0,numeric,1,4,1,30,1,6,0,UFS
R_AnvTc7sFJDOy8X7,3/30/2018 13:30,3/30/2018 13:31,0,0,numeric,1,4,1,24,1,7,0,HEP
R_1K1FSU1E8h4W72p,3/30/2018 10:06,3/30/2018 10:08,0,0,numeric,1,4,1,33,2,7,0,VET
R_aaPicSC4izPA3K1,3/30/2018 9:37,3/30/2018 9:39,0,0,numeric,1,4,2,30,2,7,0,FII
R_1dF9zlLiHf6XdT3,3/30/2018 11:31,3/30/2018 11:32,0,0,numeric,1,4,2,25,1,6,0,CFX
R_1EbwYH0hSfDXeRi,3/30/2018 9:43,3/30/2018 9:47,0,0,numeric,1,4,1,34,1,7,0,RHI
R_2aF98cLcI7JSVk5,3/30/2018 11:07,3/30/2018 11:09,0,0,numeric,1,4,2,31,2,7,0,FII
R_2ZVNCv5izQ5ksYp,3/30/2018 11:26,3/30/2018 11:28,0,0,numeric,1,4,1,42,1,7,0,FII
R_3pmWjiFSb0aDlu7,3/30/2018 9:59,3/30/2018 9:59,0,0,numeric,1,4,1,24,2,7,0,FII
R_23gdGDKyguWjQFk,3/30/2018 9:55,3/30/2018 9:57,0,0,numeric,1,4,1,30,2,7,0,UFS
R_DS4hzwLOYdqSQy5,3/30/2018 14:40,3/30/2018 14:41,0,0,numeric,1,4,2,33,2,7,0,RHI
R_1Qbw5HgemTBT0w9,3/30/2018 14:12,3/30/2018 14:15,0,0,numeric,1,4,2,22,1,6,0,GIL
R_3rOkygbxfpvwxfK,3/30/2018 13:21,3/30/2018 13:22,0,0,numeric,1,4,1,25,1,7,0,GIL
R_2RRjfvSfLchcID4,3/30/2018 10:31,3/30/2018 10:31,0,0,numeric,1,4,2,22,2,3,0,GIL
R_3OiSv02a0novKnn,3/30/2018 10:04,3/30/2018 10:05,0,0,numeric,1,4,1,31,1,7,0,VET
R_3prMPy40JojXXUT,3/30/2018 9:34,3/30/2018 9:36,0,0,numeric,1,4,2,36,1,6,0,VET
R_DS4hzwLOYdqSQy5,3/30/2018 14:40,3/30/2018 14:41,0,0,numeric,1,4,2,33,1,7,0,RHI
R_1CdXWulJcxTogJK,3/30/2018 12:21,3/30/2018 12:22,0,0,numeric,1,4,1,26,2,7,0,SCI
R_1DZlsFmf3imG002,3/30/2018 9:35,3/30/2018 9:36,0,0,numeric,1,4,2,45,2,6,0,RHI
R_3PNUAELQvHlbNCJ,3/30/2018 10:59,3/30/2018 11:00,0,0,numeric,1,4,2,44,2,7,0,HEP
R_3qakpuADaA1bvTR,3/30/2018 13:46,3/30/2018 13:48,0,0,numeric,1,4,2,32,2,7,0,LPT
R_1fe1d0AorLiw9n1,3/30/2018 10:29,3/30/2018 10:31,0,0,numeric,1,4,2,39,1,6,0,SCI
R_zUAB4vxMY196ifT,3/30/2018 9:30,3/30/2018 9:33,0,0,numeric,1,4,1,29,2,5,0,LPT
R_2toq9zI0ScKqkvU,3/30/2018 10:21,3/30/2018 10:22,0,0,numeric,1,4,1,23,2,7,0,CFX
R_24i6lMYOglLsnyy,3/30/2018 9:27,3/30/2018 9:28,0,0,numeric,1,4,1,30,1,2,0,LPT
R_1KfrC4cYAKpkOVq,3/30/2018 10:41,3/30/2018 10:42,0,0,numeric,1,4,2,50,2,6,0,GIL
R_2dW5bDagOExDWU8,3/30/2018 10:57,3/30/2018 10:59,0,0,numeric,1,4,1,46,1,6,0,CFX
R_895pI3SwFY2oCnn,3/30/2018 12:12,3/30/2018 12:13,0,0,numeric,1,4,1,26,2,7,0,VET
R_2bZT7tmS6WVBjFD,3/30/2018 14:13,3/30/2018 14:27,0,0,numeric,1,4,2,36,2,6,0,VET
R_3jVwX04ARLyI54M,3/30/2018 13:18,3/30/2018 13:19,0,0,numeric,1,4,1,25,1,8,1,SCI
R_0d2iVto8i7aODp7,3/30/2018 10:06,3/30/2018 10:07,0,0,numeric,1,4,1,38,1,7,0,RHI
R_2S9xkRwjasAIK2i,3/30/2018 9:48,3/30/2018 9:50,0,0,numeric,1,4,2,46,2,7,0,UFS
R_25XzK2eMsx8mWml,3/30/2018 10:17,3/30/2018 10:18,0,0,numeric,1,4,1,27,2,3,0,FII
R_22o8cB2P75y0LNa,3/30/2018 11:27,3/30/2018 11:28,0,0,numeric,1,4,1,23,1,7,0,LPT
R_OeW2UTcoMqyqeWd,3/30/2018 9:26,3/30/2018 9:28,0,0,numeric,1,4,1,32,2,7,0,FII
R_Q54DMlHU303Lw1H,3/30/2018 12:06,3/30/2018 12:08,0,0,numeric,1,4,2,28,2,7,0,TEP
R_2bNQe4s4VXOgt8d,3/30/2018 10:44,3/30/2018 10:45,0,0,numeric,1,4,1,26,2,7,0,SCI
R_1IGy67YoOTKdOXO,3/30/2018 9:38,3/30/2018 9:42,0,0,numeric,1,4,1,49,2,6,0,GIL
R_3qWCAJ3EqdDOEPu,3/30/2018 9:36,3/30/2018 9:40,0,0,numeric,1,4,2,21,1,9,1,VET
R_3m8CYkVbW0ow0b9,3/30/2018 9:52,3/30/2018 9:54,0,0,numeric,1,4,1,35,2,8,1,RHI
R_22o8cB2P75y0LNa,3/30/2018 11:27,3/30/2018 11:28,0,0,numeric,1,4,1,23,2,7,0,LPT
R_1Qbz8g6HpVFCMsT,3/30/2018 9:52,3/30/2018 9:54,0,0,numeric,1,4,2,53,1,7,0,GIL
R_1FzIXB6gC82dr9L,3/30/2018 10:38,3/30/2018 10:39,0,0,numeric,1,4,2,57,2,7,0,TEP
R_3DeCUgi3DBYa1aK,3/30/2018 9:26,3/30/2018 9:27,0,0,numeric,1,4,1,49,1,8,1,LPT
R_1luai7jrkxKuKix,3/30/2018 9:26,3/30/2018 9:27,0,0,numeric,1,4,1,36,1,4,0,VET
R_2sTLI3MhCvx6UkV,3/30/2018 9:40,3/30/2018 9:41,0,0,numeric,1,4,2,44,2,6,0,CFX
R_3MbV8AC9mrO8ej2,3/30/2018 14:25,3/30/2018 14:29,0,0,numeric,1,4,4,37,2,7,0,LPT
R_1rkSANDcx5orZ6E,3/30/2018 9:34,3/30/2018 9:35,0,0,numeric,1,4,1,30,2,7,0,LPT
R_yjv2BWFLR3vwwY9,3/30/2018 9:27,3/30/2018 9:28,0,0,numeric,1,4,1,34,1,7,0,GIL
R_10CKuadRyoPahFF,3/30/2018 9:30,3/30/2018 9:32,0,0,numeric,1,4,2,32,2,7,0,TEP
R_32UXO5hwBm4w58k,3/30/2018 10:06,3/30/2018 10:07,0,0,numeric,1,4,1,39,2,6,0,GIL
R_5o6FrarRw8JKhy1,3/30/2018 9:35,3/30/2018 9:37,0,0,numeric,1,4,2,46,2,7,0,UFS
R_1dF9zlLiHf6XdT3,3/30/2018 11:31,3/30/2018 11:32,0,0,numeric,1,4,2,25,2,7,0,CFX
R_2bZT7tmS6WVBjFD,3/30/2018 14:13,3/30/2018 14:27,0,0,numeric,1,4,2,36,1,5,0,VET
R_w7aR85M4W0aOnD3,3/30/2018 9:55,3/30/2018 9:57,0,0,numeric,1,4,1,31,1,7,0,HEP
R_8223cjGbuqM8ff3,3/30/2018 9:33,3/30/2018 9:35,0,0,numeric,1,4,2,36,2,8,1,RHI
R_1DZlsFmf3imG002,3/30/2018 9:35,3/30/2018 9:36,0,0,numeric,1,4,2,45,1,6,0,RHI
R_3CUWr5UhuJAkze9,3/30/2018 14:24,3/30/2018 14:25,0,1,numeric with direction,1,4,1,26,2,7,0,HEP
R_2YfYOxfclEHbE4Y,3/30/2018 9:30,3/30/2018 9:32,0,1,numeric with direction,1,4,1,24,2,2,0,LPT
R_21zbouO5Lj5Kfrg,3/30/2018 9:37,3/30/2018 9:40,0,1,numeric with direction,1,4,1,81,1,8,1,CFX
R_3Ebh0piQy3vTeg5,3/30/2018 13:03,3/30/2018 13:05,0,1,numeric with direction,1,4,1,26,1,7,0,TEP
R_3GfH3A3K37DS6QB,3/30/2018 11:51,3/30/2018 11:52,0,1,numeric with direction,1,4,1,32,1,6,0,SCI
R_XSrzGbCVAYOWThn,3/30/2018 10:38,3/30/2018 10:40,0,1,numeric with direction,1,4,1,49,2,7,0,UFS
R_TnleONEo2C7GelP,3/30/2018 12:56,3/30/2018 12:57,0,1,numeric with direction,1,4,2,27,2,9,1,GIL
R_u4hX9U42ReDhUFH,3/30/2018 12:23,3/30/2018 12:26,0,1,numeric with direction,1,4,2,30,2,5,0,RHI
R_dbWeGzjKjued8MF,3/30/2018 10:12,3/30/2018 10:15,0,1,numeric with direction,1,4,2,58,1,7,0,UFS
R_3MsW4L3meSIWvPw,3/30/2018 12:37,3/30/2018 12:39,0,1,numeric with direction,1,4,2,59,2,7,0,LPT
R_3isggPuQ30rEtYE,3/30/2018 9:29,3/30/2018 9:30,0,1,numeric with direction,1,4,2,35,1,4,0,HEP
R_yvVHlQnHSsm9KgN,3/30/2018 10:14,3/30/2018 10:16,0,1,numeric with direction,1,4,2,24,1,8,1,SCI
R_CZvYtKEefdngGf7,3/30/2018 11:02,3/30/2018 11:04,0,1,numeric with direction,1,4,2,56,2,7,0,LPT
R_2s2WpcOOg1rDCTv,3/30/2018 12:30,3/30/2018 12:32,0,1,numeric with direction,1,4,1,50,1,7,0,GIL
R_2Seu9dfGzwEBgBe,3/30/2018 9:25,3/30/2018 9:28,0,1,numeric with direction,1,4,2,37,1,7,0,CFX
R_10IzZ3zbKZZA6XI,3/30/2018 10:03,3/30/2018 10:10,0,1,numeric with direction,1,4,2,49,1,7,0,CFX
R_2tfES8YM4Do4xBw,3/30/2018 10:50,3/30/2018 10:52,0,1,numeric with direction,1,4,2,39,2,8,1,SCI
R_12DxoykdIi6rbs3,3/30/2018 14:30,3/30/2018 14:31,0,1,numeric with direction,1,4,2,25,2,7,0,UFS
R_1mfKO5L2uyetJpf,3/30/2018 14:01,3/30/2018 14:03,0,1,numeric with direction,1,4,1,29,2,8,1,HEP
R_xrpVHmsasWeOb4J,3/30/2018 9:53,3/30/2018 9:55,0,1,numeric with direction,1,4,2,46,1,7,0,VET
R_3k1XGQSUZeVYMXO,3/30/2018 10:19,3/30/2018 10:20,0,1,numeric with direction,1,4,2,23,1,7,0,GIL
R_1f9kXM1omISG8Xb,3/30/2018 13:23,3/30/2018 13:26,0,1,numeric with direction,1,4,2,19,1,7,0,SCI
R_1Cl79Du8zHCrZ5N,3/30/2018 9:25,3/30/2018 9:31,0,1,numeric with direction,1,4,2,63,1,7,0,VET
R_1mxvr5XWNQUbniD,3/30/2018 9:48,3/30/2018 9:49,0,1,numeric with direction,1,4,2,49,2,7,0,TEP
R_3GfH3A3K37DS6QB,3/30/2018 11:51,3/30/2018 11:52,0,1,numeric with direction,1,4,1,32,2,7,0,SCI
R_2Seu9dfGzwEBgBe,3/30/2018 9:25,3/30/2018 9:28,0,1,numeric with direction,1,4,2,37,2,7,0,CFX
R_3KDWDGzM2eez44T,3/30/2018 9:42,3/30/2018 9:44,0,1,numeric with direction,1,4,2,66,1,7,0,VET
R_24hJV3bIQZAbWXQ,3/30/2018 11:37,3/30/2018 11:39,0,1,numeric with direction,1,4,1,33,2,7,0,LPT
R_2VQpW9IYyUj3mso,3/30/2018 9:48,3/30/2018 9:52,0,1,numeric with direction,1,4,1,56,2,7,0,GIL
R_2E5J4lhevb2pm9m,3/30/2018 13:43,3/30/2018 13:46,0,1,numeric with direction,1,4,2,30,2,7,0,TEP
R_xaZgNbZTHTuk7Qd,3/30/2018 11:18,3/30/2018 11:18,0,1,numeric with direction,1,4,1,21,1,7,0,RHI
R_32LqAKuPWaO7gNi,3/30/2018 11:24,3/30/2018 11:27,0,1,numeric with direction,1,4,2,27,1,7,0,SCI
R_3fvo5Hw5vh1qWcY,3/30/2018 12:16,3/30/2018 12:19,0,1,numeric with direction,1,4,2,54,2,7,0,CFX
R_2S6RfKvs9Oa8eXn,3/30/2018 9:33,3/30/2018 9:35,0,1,numeric with direction,1,4,1,27,1,7,0,LPT
R_1hWQwvNaGj7k1h0,3/30/2018 9:38,3/30/2018 9:41,0,1,numeric with direction,1,4,1,30,1,9,1,TEP
R_2rBAS60IYzBqZOY,3/30/2018 9:27,3/30/2018 9:29,0,1,numeric with direction,1,4,1,40,1,7,0,VET
R_1mfKO5L2uyetJpf,3/30/2018 14:01,3/30/2018 14:03,0,1,numeric with direction,1,4,1,29,1,7,0,HEP
R_8cx1C03a7IufkTn,3/30/2018 13:53,3/30/2018 13:55,0,1,numeric with direction,1,4,2,61,1,7,0,HEP
R_1GUJeWTJi54IXlq,3/30/2018 9:33,3/30/2018 9:35,0,1,numeric with direction,1,4,1,23,2,7,0,FII
R_1EcG4GiujACNYjc,3/30/2018 9:39,3/30/2018 9:41,0,1,numeric with direction,1,4,2,58,2,7,0,RHI
R_1Pbjwa1Pjpa5T0G,3/30/2018 10:27,3/30/2018 10:28,0,1,numeric with direction,1,4,1,25,2,7,0,RHI
R_xaZgNbZTHTuk7Qd,3/30/2018 11:18,3/30/2018 11:18,0,1,numeric with direction,1,4,1,21,2,7,0,RHI
R_21BM6flpT3wwfAJ,3/30/2018 11:23,3/30/2018 11:25,0,1,numeric with direction,1,4,1,33,2,8,1,GIL
R_3jUS9jZ0sFiq2IF,3/30/2018 11:04,3/30/2018 11:06,0,1,numeric with direction,1,4,2,37,1,7,0,FII
R_1l0n5Na57OfjRbr,3/30/2018 10:57,3/30/2018 11:00,0,1,numeric with direction,1,4,2,48,2,7,0,CFX
R_3k1XGQSUZeVYMXO,3/30/2018 10:19,3/30/2018 10:20,0,1,numeric with direction,1,4,2,23,2,7,0,GIL
R_Dv22hQGyRryuWml,3/30/2018 10:33,3/30/2018 10:35,0,1,numeric with direction,1,4,1,60,1,7,0,TEP
R_2UYJMvMYlGxfoQT,3/30/2018 10:12,3/30/2018 10:14,0,1,numeric with direction,1,4,2,34,1,6,0,FII
R_1OW8nkLf6rh9X8g,3/30/2018 11:29,3/30/2018 11:30,0,1,numeric with direction,1,4,2,66,2,7,0,CFX
R_YRcugD6i90Wdwqt,3/30/2018 9:34,3/30/2018 9:35,0,1,numeric with direction,1,4,2,36,2,7,0,UFS
R_3qK9HVRKZCal78G,3/30/2018 10:38,3/30/2018 10:39,0,1,numeric with direction,1,4,2,37,2,10,1,LPT
R_1HkpnWOW0Nw948v,3/30/2018 10:22,3/30/2018 10:24,0,1,numeric with direction,1,4,2,59,1,6,0,HEP
R_W68w2grv3zah0e5,3/30/2018 14:16,3/30/2018 14:17,0,1,numeric with direction,1,4,1,28,2,7,0,HEP
R_232aF4tqAAIqqlY,3/30/2018 9:47,3/30/2018 9:48,0,1,numeric with direction,1,4,2,23,1,8,1,CFX
